index,budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,genres,keywords,production_companies,production_countries,year,month,date,spoken_languages,cast,director,exec_prod,screenplay,composer,budget_range,runtime_range,century,genre,production_company,production_country,spoken_language,overview_length,num_spoken_languages,top30cast_yn,top100directors_yn,top100exec_prod_yn,top100screenplays_yn,top100composers_yn,top100prod_comp_yn,top15prod_country_yn
26,250000000,271110,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",198.372395,2016-04-27,1153304495,147.0,Divided We Fall,Captain America: Civil War,7.1,7241,"['Adventure', 'Action', 'Science Fiction']","['civil war', 'war', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d']","['Studio Babelsberg', 'Marvel Studios', 'Walt Disney Studios Motion Pictures', 'Vita-Ray Dutch Productions (III)', 'Deluxe Digital Studios']",['United States of America'],2016.0,4.0,27.0,"['Română', 'English', 'Deutsch', 'Pусский']","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie']",Anthony Russo,Stan Lee,Christopher Markus,Henry Jackman,>100mil,140-150min,2010s,Adventure,Studio Babelsberg,United States of America,Română,295,4,1,1,0,1,1,1,1
27,209000000,44833,en,Battleship,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,2012-04-11,303025485,131.0,The Battle for Earth Begins at Sea,Battleship,5.5,2114,"['Thriller', 'Action', 'Adventure', 'Science Fiction']","['fight', 'u.s. navy', 'mind reading', 'hong kong', 'soccer', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'uss john paul jones', 'based on board game', 'aftercreditsstinger', 'mighty mo', 'uss missouri']","['Universal Pictures', 'Hasbro', 'Bluegrass Films', 'Film 44']",['United States of America'],2012.0,4.0,11.0,"['English', 'ภาษาไทย']","['Taylor Kitsch', 'Alexander Skarsgård', 'Rihanna', 'Brooklyn Decker', 'Tadanobu Asano']",Peter Berg,,Erich Hoeber,Steve Jablonsky,>100mil,130-140min,2010s,Thriller,Universal Pictures,United States of America,English,539,2,1,0,0,0,1,1,1
28,150000000,135397,en,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",418.708552,2015-06-09,1513528810,124.0,The park is open.,Jurassic World,6.5,8662,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['monster', 'dna', 'tyrannosaurus rex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusement park', 'animal attack', 'theme park', 'jurassic park', '3d', 'animal horror']","['Universal Studios', 'Amblin Entertainment', 'Legendary Pictures', 'Fuji Television Network', 'Dentsu']",['United States of America'],2015.0,6.0,9.0,['English'],"['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan', ""Vincent D'Onofrio"", 'Nick Robinson']",Colin Trevorrow,Steven Spielberg,Rick Jaffa,Michael Giacchino,>100mil,120-130min,2010s,Action,Universal Studios,United States of America,English,175,1,1,1,0,1,1,1,1
29,200000000,37724,en,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,2012-10-25,1108561013,143.0,Think on your sins.,Skyfall,6.9,7604,"['Action', 'Adventure', 'Thriller']","['spy', 'secret agent', 'sociopath', 'killer', 'art gallery', 'british secret service', 'istanbul turkey', 'imax', 'uzi', 'booby trap', 'impersonating a police officer', 'macao']",['Columbia Pictures'],"['United Kingdom', 'United States of America']",2012.0,10.0,25.0,['English'],"['Daniel Craig', 'Judi Dench', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris']",Sam Mendes,Callum McDougall,,Thomas Newman,>100mil,140-150min,2010s,Action,Columbia Pictures,United Kingdom,English,544,1,1,1,0,0,1,1,1
30,200000000,558,en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,2004-06-25,783766341,127.0,There's a hero in all of us.,Spider-Man 2,6.7,4321,"['Action', 'Adventure', 'Fantasy']","['dual identity', ""love of one's life"", 'pizza boy', 'marvel comic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'super villain']","['Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Enterprises']",['United States of America'],2004.0,6.0,25.0,"['English', 'Pусский', '普通话']","['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'Rosemary Harris']",Sam Raimi,Joseph M. Caracciolo Jr.,Alvin Sargent,Danny Elfman,>100mil,120-130min,2000s,Action,Columbia Pictures,United States of America,English,328,3,1,1,0,1,1,1,1
31,200000000,68721,en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",77.68208,2013-04-18,1215439994,130.0,Unleash the power behind the armor.,Iron Man 3,6.8,8806,"['Action', 'Adventure', 'Science Fiction']","['terrorist', 'war on terror', 'tennessee', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'mandarin', '3d', 'war machine', 'iron patriot', 'extremis']",['Marvel Studios'],"['China', 'United States of America']",2013.0,4.0,18.0,['English'],"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Rebecca Hall']",Shane Black,Stan Lee,Shane Black,Brian Tyler,>100mil,120-130min,2010s,Action,Marvel Studios,China,English,136,1,1,1,0,1,1,1,1
32,200000000,12155,en,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",78.530105,2010-03-03,1025491110,108.0,You're invited to a very important date.,Alice in Wonderland,6.4,4645,"['Family', 'Fantasy', 'Adventure']","['based on novel', 'fictional place', 'queen', 'fantasy', 'alice in wonderland', 'fantasy world', '3d']","['Walt Disney Pictures', 'Team Todd', 'Tim Burton Productions', 'Roth Films', 'Zanuck Company, The']",['United States of America'],2010.0,3.0,3.0,['English'],"['Mia Wasikowska', 'Johnny Depp', 'Anne Hathaway', 'Helena Bonham Carter', 'Crispin Glover']",Tim Burton,Chris Lebenzon,Linda Woolverton,Danny Elfman,>100mil,100-110min,2010s,Family,Walt Disney Pictures,United States of America,English,626,1,0,0,0,1,1,1,1
33,210000000,36668,en,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,2006-05-24,459359555,104.0,Take a Stand,X-Men: The Last Stand,6.3,3525,"['Adventure', 'Action', 'Science Fiction', 'Thriller']","['mutant', 'marvel comic', 'based on comic book', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger']","['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Major Studio Partners', 'Bad Hat Harry Productions', 'thinkfilm', 'Marvel Enterprises', 'X3 Canada Productions', 'X3US Productions', 'XM3 Service']","['Canada', 'United Kingdom', 'United States of America']",2006.0,5.0,24.0,['English'],"['Hugh Jackman', 'Halle Berry', 'Ian McKellen', 'Patrick Stewart', 'Famke Janssen']",Brett Ratner,Stan Lee,Simon Kinberg,John Powell,>100mil,100-110min,2000s,Adventure,Ingenious Film Partners,Canada,English,169,1,1,0,0,1,1,1,0
34,200000000,62211,en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,89.186492,2013-06-20,743559607,104.0,School never looked this scary.,Monsters University,7.0,3528,"['Animation', 'Family']","['monster', 'dormitory', 'games', 'animation', 'best friend', 'university', 'scary', 'aftercreditsstinger']","['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2013.0,6.0,20.0,['English'],"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Noah Johnston']",Dan Scanlon,Andrew Stanton,Daniel Gerson,Randy Newman,>100mil,100-110min,2010s,Animation,Walt Disney Pictures,United States of America,English,144,1,0,1,0,1,1,1,1
35,150000000,8373,en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.939663,2009-06-19,836297228,150.0,Revenge is coming.,Transformers: Revenge of the Fallen,6.0,3138,"['Science Fiction', 'Action', 'Adventure']","['egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger']","['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'Hasbro Studios', 'Revolution Sun Studios']",['United States of America'],2009.0,6.0,19.0,"['English', 'Español']","['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Rainn Wilson', 'Tyrese Gibson']",Michael Bay,Steven Spielberg,Ehren Kruger,Steve Jablonsky,>100mil,140-150min,2000s,Science Fiction,Paramount Pictures,United States of America,English,186,2,1,1,0,1,1,1,1
36,210000000,91314,en,Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",116.840296,2014-06-25,1091405097,165.0,This is not war. It's extinction.,Transformers: Age of Extinction,5.8,3095,"['Science Fiction', 'Action', 'Adventure']","['sequel', 'alien', 'transformers', 'giant robot', 'robot', 'imax', 'transforming robot']","['Paramount Pictures', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'China Movie Channel', 'Hasbro Studios', 'Ian Bryce Productions', 'Revolution Sun Studios']",['United States of America'],2014.0,6.0,25.0,['English'],"['Mark Wahlberg', 'Stanley Tucci', 'Kelsey Grammer', 'Nicola Peltz', 'Jack Reynor']",Michael Bay,Steven Spielberg,Ehren Kruger,Steve Jablonsky,>100mil,150-200min,2010s,Science Fiction,Paramount Pictures,United States of America,English,437,1,0,1,0,1,1,1,1
37,200000000,68728,en,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",46.985445,2013-03-07,491868548,130.0,"In Oz, nothing is what it seems",Oz: The Great and Powerful,5.7,3530,"['Fantasy', 'Adventure', 'Family']","['circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magic trick', 'wizard', '3d']","['Walt Disney Pictures', 'Roth Films']",['United States of America'],2013.0,3.0,7.0,['English'],"['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff']",Sam Raimi,Philip Steuer,Mitchell Kapner,,>100mil,120-130min,2010s,Fantasy,Walt Disney Pictures,United States of America,English,209,1,1,1,0,0,0,1,1
38,200000000,102382,en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",89.270217,2014-04-16,705717432,142.0,No more secrets.,The Amazing Spider-Man 2,6.5,4179,"['Action', 'Adventure', 'Fantasy']","['obsession', 'marvel comic', 'sequel', 'based on comic book', 'electrocution', 'medical experiment', 'electricity', 'super powers']","['Columbia Pictures', 'Marvel Enterprises', 'Avi Arad Productions', 'Matt Tolmach Productions']",['United States of America'],2014.0,4.0,16.0,['English'],"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Campbell Scott']",Marc Webb,,Alex Kurtzman,Hans Zimmer,>100mil,140-150min,2010s,Action,Columbia Pictures,United States of America,English,471,1,1,1,0,1,1,1,1
39,170000000,20526,en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,2010-12-10,400062763,125.0,The Game Has Changed.,TRON: Legacy,6.3,2841,"['Adventure', 'Action', 'Science Fiction']","['artificial intelligence', 'secret identity', 'computer program', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neon light', 'autocracy']","['Walt Disney Pictures', 'LivePlanet', 'Prana Studios', 'Sean Bailey Productions', 'Revolution Sun Studios', 'Kontsept Film Company']",['United States of America'],2010.0,12.0,10.0,['English'],"['Garrett Hedlund', 'Jeff Bridges', 'Olivia Wilde', 'Bruce Boxleitner', 'Yaya DaCosta']",Joseph Kosinski,Donald Kushner,Steven Lisberger,,>100mil,120-130min,2010s,Adventure,Walt Disney Pictures,United States of America,English,249,1,1,1,0,1,0,1,1
40,200000000,49013,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,2011-06-11,559852396,106.0,Ka-ciao!,Cars 2,5.8,2033,"['Animation', 'Family', 'Adventure', 'Comedy']","['car race', 'sequel', 'comedy', 'anthropomorphism', 'best friend', 'duringcreditsstinger']","['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2011.0,6.0,11.0,"['English', '日本語', 'Italiano', 'Français']","['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine', 'Emily Mortimer', 'John Turturro']",John Lasseter,,Ben Queen,Michael Giacchino,>100mil,100-110min,2010s,Animation,Walt Disney Pictures,United States of America,English,239,4,1,1,1,1,1,1,1
